trade_time,ts_code,side,gross_price,shares,net_pnl
2025-09-19 09:30:00,110086.SH,SELL,117.242,860,-2237.590139999989
2025-09-19 09:30:00,110087.SH,SELL,117.441,680,-2173.8518799999947
2025-09-19 09:30:00,110092.SH,SELL,103.509,630,-762.9432299999926
2025-09-19 09:30:00,111009.SH,SELL,119.236,430,-1432.1412299999952
2025-09-19 09:30:00,110059.SH,BUY,110.601,1150,0.0
2025-09-19 09:30:00,110073.SH,BUY,118.2,1070,0.0
2025-09-19 09:30:00,110086.SH,BUY,117.242,870,0.0
2025-09-19 09:30:00,110087.SH,BUY,117.441,690,0.0
2025-09-19 09:30:00,110092.SH,BUY,103.509,630,0.0
2025-09-19 09:30:00,111009.SH,BUY,119.236,440,0.0
2025-09-26 09:30:00,110059.SH,SELL,110.908,1150,98.31465000002169
2025-09-26 09:30:00,110073.SH,SELL,118.909,1070,504.92337000001453
2025-09-26 09:30:00,110086.SH,SELL,118.336,870,746.8271400000039
2025-09-26 09:30:00,110087.SH,SELL,119.017,690,924.283980000006
2025-09-26 09:30:00,110092.SH,SELL,101.388,630,-1465.3151099999895
2025-09-26 09:30:00,111009.SH,SELL,118.795,440,-298.7736399999977
2025-09-26 09:30:00,110059.SH,BUY,110.908,1150,0.0
2025-09-26 09:30:00,110073.SH,BUY,118.909,1070,0.0
2025-09-26 09:30:00,110086.SH,BUY,118.336,860,0.0
2025-09-26 09:30:00,110087.SH,BUY,119.017,680,0.0
2025-09-26 09:30:00,110092.SH,BUY,101.388,640,0.0
2025-09-26 09:30:00,111009.SH,BUY,118.795,440,0.0
2025-10-13 09:30:00,110059.SH,SELL,110.269,1150,-989.2035499999757
2025-10-13 09:30:00,110073.SH,SELL,121.0,1070,1980.6673700000117
2025-10-13 09:30:00,110086.SH,SELL,119.0,860,366.93104000001426
2025-10-13 09:30:00,110087.SH,SELL,121.3,680,1389.0244400000074
2025-10-13 09:30:00,110092.SH,SELL,102.0,640,261.51168000000325
2025-10-13 09:30:00,111009.SH,SELL,118.2,440,-366.0777999999965
2025-10-13 09:30:00,110059.SH,BUY,110.269,1160,0.0
2025-10-13 09:30:00,110073.SH,BUY,121.0,1050,0.0
2025-10-13 09:30:00,110081.SH,BUY,108.0,950,0.0
2025-10-13 09:30:00,110086.SH,BUY,119.0,680,0.0
2025-10-13 09:30:00,110087.SH,BUY,121.3,540,0.0
2025-10-13 09:30:00,110092.SH,BUY,102.0,510,0.0
2025-10-20 09:30:00,110059.SH,SELL,110.361,1160,-149.21079999998483
2025-10-20 09:30:00,110073.SH,SELL,118.339,1050,-3045.355949999988
2025-10-20 09:30:00,110081.SH,SELL,113.391,950,4911.128550000008
2025-10-20 09:30:00,110086.SH,SELL,123.311,680,2766.708520000014
2025-10-20 09:30:00,110087.SH,SELL,119.278,540,-1221.7921199999873
2025-10-20 09:30:00,110092.SH,SELL,101.052,510,-587.0365199999891
2025-10-20 09:30:00,110059.SH,BUY,110.361,1160,0.0
2025-10-20 09:30:00,110073.SH,BUY,118.339,1080,0.0
2025-10-20 09:30:00,110081.SH,BUY,113.391,900,0.0
2025-10-20 09:30:00,110087.SH,BUY,119.278,690,0.0
2025-10-20 09:30:00,110092.SH,BUY,101.052,650,0.0
2025-10-20 09:30:00,111009.SH,BUY,118.482,440,0.0
2025-10-27 09:30:00,110073.SH,SELL,121.4,1080,3046.9618800000226
2025-10-27 09:30:00,110081.SH,SELL,114.99,900,1233.5570999999916
2025-10-27 09:30:00,110087.SH,SELL,120.5,690,677.733180000005
2025-10-27 09:30:00,110092.SH,SELL,103.915,650,1727.721450000002
2025-10-27 09:30:00,111009.SH,SELL,120.989,440,997.7127600000108
2025-10-27 09:30:00,110081.SH,BUY,114.99,1130,0.0
2025-10-27 09:30:00,110087.SH,BUY,120.5,860,0.0
2025-10-27 09:30:00,110092.SH,BUY,103.915,800,0.0
2025-10-27 09:30:00,111009.SH,BUY,120.989,550,0.0
2025-10-27 09:30:00,111014.SH,BUY,121.393,440,0.0
2025-11-03 09:30:00,110081.SH,SELL,119.702,1130,5059.358040000009
2025-11-03 09:30:00,110087.SH,SELL,121.183,860,379.53262000001047
2025-11-03 09:30:00,110092.SH,SELL,104.01,800,-90.33999999999196
2025-11-03 09:30:00,111009.SH,SELL,121.503,550,149.32940000000627
2025-11-03 09:30:00,111014.SH,SELL,120.84,440,-349.902519999992
2025-11-03 09:30:00,110062.SH,BUY,111.8,1170,0.0
2025-11-03 09:30:00,110073.SH,BUY,121.166,860,0.0
2025-11-03 09:30:00,110081.SH,BUY,119.702,700,0.0
2025-11-03 09:30:00,110092.SH,BUY,104.01,640,0.0
2025-11-03 09:30:00,111009.SH,BUY,121.503,440,0.0
2025-11-10 09:30:00,110062.SH,SELL,111.8,1170,-261.6119999999888
2025-11-10 09:30:00,110073.SH,SELL,120.45,860,-823.5497599999892
2025-11-10 09:30:00,110081.SH,SELL,118.3,700,-1148.001399999997
2025-11-10 09:30:00,110092.SH,SELL,108.409,640,2679.4118400000116
2025-11-10 09:30:00,111009.SH,SELL,122.181,440,191.09904000000427
2025-11-10 09:30:00,110062.SH,BUY,111.8,1170,0.0
2025-11-10 09:30:00,110073.SH,BUY,120.45,870,0.0
2025-11-10 09:30:00,110076.SH,BUY,120.956,690,0.0
2025-11-10 09:30:00,110081.SH,BUY,118.3,570,0.0
2025-11-10 09:30:00,110092.SH,BUY,108.409,490,0.0
2025-11-17 09:30:00,110062.SH,SELL,107.576,1170,-5198.749919999984
2025-11-17 09:30:00,110073.SH,SELL,120.49,870,-174.81780000000242
2025-11-17 09:30:00,110076.SH,SELL,122.541,690,925.637070000002
2025-11-17 09:30:00,110081.SH,SELL,122.774,570,2412.7678200000037
2025-11-17 09:30:00,110092.SH,SELL,113.8,490,2532.7075899999995
2025-11-17 09:30:00,110062.SH,BUY,107.576,1220,0.0
2025-11-17 09:30:00,110063.SH,BUY,116.463,900,0.0
2025-11-17 09:30:00,110073.SH,BUY,120.49,690,0.0
2025-11-17 09:30:00,110081.SH,BUY,122.774,540,0.0
2025-11-17 09:30:00,110092.SH,BUY,113.8,470,0.0
2025-11-24 09:30:00,110062.SH,SELL,106.03,1220,-2146.719319999989
2025-11-24 09:30:00,110063.SH,SELL,113.76,900,-2639.900699999973
2025-11-24 09:30:00,110073.SH,SELL,118.9,690,-1262.279099999983
2025-11-24 09:30:00,110081.SH,SELL,119.79,540,-1742.3445599999902
2025-11-24 09:30:00,110092.SH,SELL,108.651,470,-2524.58196999999
2025-11-24 09:30:00,110062.SH,BUY,106.03,1210,0.0
2025-11-24 09:30:00,110063.SH,BUY,113.76,910,0.0
2025-11-24 09:30:00,110064.SH,BUY,113.1,730,0.0
2025-11-24 09:30:00,110073.SH,BUY,118.9,550,0.0
2025-11-24 09:30:00,110081.SH,BUY,119.79,440,0.0
2025-12-01 09:30:00,110063.SH,SELL,114.831,910,766.5921900000161
2025-12-01 09:30:00,110064.SH,SELL,113.09,730,-172.41869999998485
2025-12-01 09:30:00,110073.SH,SELL,115.1,550,-2218.6999999999953
2025-12-01 09:30:00,110081.SH,SELL,118.5,440,-672.447599999993
2025-12-01 09:30:00,110063.SH,BUY,114.831,890,0.0
2025-12-01 09:30:00,110064.SH,BUY,113.09,730,0.0
2025-12-01 09:30:00,110073.SH,BUY,115.1,570,0.0
2025-12-01 09:30:00,110076.SH,BUY,119.09,440,0.0
2025-12-08 09:30:00,110063.SH,SELL,114.38,890,-605.3877899999873
2025-12-08 09:30:00,110064.SH,SELL,112.91,730,-296.37999999999397
2025-12-08 09:30:00,110073.SH,SELL,115.4,570,39.61500000001905
2025-12-08 09:30:00,110076.SH,SELL,118.929,440,-175.5683599999918
2025-12-08 09:30:00,110063.SH,BUY,114.38,900,0.0
2025-12-08 09:30:00,110064.SH,BUY,112.91,720,0.0
2025-12-08 09:30:00,110073.SH,BUY,115.4,570,0.0
2025-12-08 09:30:00,110076.SH,BUY,118.929,440,0.0
2025-12-15 09:30:00,110064.SH,SELL,112.83,720,-220.13279999998986
2025-12-15 09:30:00,110073.SH,SELL,114.74,570,-507.37980000000135
2025-12-15 09:30:00,110076.SH,SELL,118.29,440,-385.53635999999017
2025-12-15 09:30:00,110064.SH,BUY,112.83,720,0.0
2025-12-15 09:30:00,110073.SH,BUY,114.74,570,0.0
2025-12-15 09:30:00,110076.SH,BUY,118.29,440,0.0
2025-12-22 09:30:00,110073.SH,SELL,111.37,570,-2049.7826999999816
2025-12-22 09:30:00,110076.SH,SELL,117.5,440,-451.3476000000003
2025-12-22 09:30:00,110073.SH,BUY,111.37,580,0.0
2025-12-22 09:30:00,110076.SH,BUY,117.5,440,0.0
2025-12-29 09:30:00,110073.SH,SELL,111.582,580,-6.352160000001845
2025-12-29 09:30:00,110076.SH,SELL,118.96,440,538.3575999999999
2025-12-29 09:30:00,110073.SH,BUY,111.582,580,0.0
2025-12-29 09:30:00,110076.SH,BUY,118.96,440,0.0
2026-01-07 09:30:00,110073.SH,SELL,113.551,580,1011.4428600000133
2026-01-07 09:30:00,110076.SH,SELL,121.7,440,1099.7096000000079
2026-01-07 09:30:00,110073.SH,BUY,113.551,580,0.0
2026-01-07 09:30:00,110076.SH,BUY,121.7,430,0.0
2026-01-14 09:30:00,110073.SH,SELL,114.487,580,410.61796000000527
2026-01-14 09:30:00,110076.SH,SELL,120.423,430,-653.2228899999972
2026-01-14 09:30:00,110073.SH,BUY,114.487,570,0.0
2026-01-14 09:30:00,110076.SH,BUY,120.423,430,0.0
2026-01-21 09:30:00,110073.SH,SELL,112.1,570,-1489.7445899999893
2026-01-21 09:30:00,110076.SH,SELL,121.177,430,220.3320000000059
2026-01-21 09:30:00,110073.SH,BUY,112.1,580,0.0
2026-01-21 09:30:00,110076.SH,BUY,121.177,430,0.0
2026-01-28 09:30:00,110073.SH,SELL,111.213,580,-643.9815399999947
2026-01-28 09:30:00,110076.SH,SELL,119.189,430,-958.1973800000036
2026-01-28 09:30:00,110073.SH,BUY,111.213,580,0.0
2026-01-28 09:30:00,110076.SH,BUY,119.189,430,0.0
2026-02-04 09:30:00,110073.SH,SELL,110.51,580,-536.3393399999918
2026-02-04 09:30:00,110076.SH,SELL,119.333,430,-40.64445999999293
2026-02-04 09:30:00,110067.SH,BUY,119.609,540,0.0
2026-02-04 09:30:00,110073.SH,BUY,110.51,470,0.0
2026-02-11 09:30:00,110067.SH,SELL,114.5,540,-2885.2788599999913
2026-02-11 09:30:00,110073.SH,SELL,110.854,470,57.638919999999985
2026-02-11 09:30:00,110067.SH,BUY,114.5,560,0.0
2026-02-11 09:30:00,110073.SH,BUY,110.854,460,0.0
2026-02-26 09:30:00,110067.SH,SELL,112.199,560,-1415.511439999999
2026-02-26 09:30:00,110073.SH,SELL,110.956,460,-55.11259999999396
2026-02-26 09:30:00,110067.SH,BUY,112.199,570,0.0
2026-02-26 09:30:00,110073.SH,BUY,110.956,460,0.0
2026-03-05 09:30:00,110067.SH,SELL,107.3,570,-2917.5444299999917
2026-03-05 09:30:00,110073.SH,SELL,109.186,460,-915.4653199999896
2026-03-05 09:30:00,110067.SH,BUY,107.3,590,0.0
2026-03-05 09:30:00,110073.SH,BUY,109.186,460,0.0
2026-03-12 09:30:00,110073.SH,SELL,108.781,460,-286.5648199999947
2026-03-12 09:30:00,110070.SH,BUY,116.498,430,0.0
2026-03-19 09:30:00,110070.SH,SELL,118.499,430,759.381289999999
2026-03-19 09:30:00,110070.SH,BUY,118.499,430,0.0
2026-03-26 09:30:00,110070.SH,SELL,113.9,430,-2077.50156999999
2026-03-26 09:30:00,110070.SH,BUY,113.9,440,0.0
2026-04-02 09:30:00,110070.SH,SELL,112.14,440,-873.8575999999949
2026-04-02 09:30:00,110070.SH,BUY,112.14,440,0.0
