trade_date,Monthly_DoubleLow_Top10,Monthly_DoubleLow_Top5,511380_CB_ETF_Benchmark
2025-01-24,1.0527694479530902,1.0068272925959902,1.079981718464351
2025-01-27,1.0437007279530903,1.0020893025959903,1.0747714808043876
2025-02-05,1.0429299548830901,1.0007974143659901,1.0783363802559416
2025-02-06,1.0512792204830903,1.00645184460599,1.086471663619744
2025-02-07,1.0564152804830904,1.00916286460599,1.0938756855575869
2025-02-10,1.0582864504830902,1.00988087460599,1.0942413162705669
2025-02-11,1.0537496704830902,1.00784592460599,1.0916819012797074
2025-02-12,1.05715109048309,1.00923119460599,1.0960694698354663
2025-02-13,1.0506408904830904,1.00701095460599,1.0955210237659962
2025-02-14,1.0517186304830901,1.00801392460599,1.0959780621572213
2025-02-17,1.0554142004830902,1.00919657460599,1.0959780621572213
2025-02-18,1.0479853704830902,1.00572046460599,1.0883912248628886
2025-02-19,1.0526331504830901,1.0079181746059902,1.0983546617915905
2025-02-20,1.0569695604830904,1.0125130246059901,1.1010054844606947
2025-02-21,1.0610814004830902,1.01549343460599,1.1114259597806218
2025-02-24,1.0602195604830904,1.0150733346059901,1.106946983546618
2025-02-25,1.0573792804830904,1.0138623846059902,1.1077696526508227
2025-02-26,1.0632764404830903,1.0162045846059902,1.116819012797075
2025-02-27,1.0605521304830903,1.01518536460599,1.1155393053016454
2025-02-28,1.0508861404830903,1.0107915846059903,1.0994515539305303
2025-03-03,1.04519761141309,1.0070429181059901,1.093601462522852
2025-03-04,1.05146138141309,1.0106107581059902,1.0988117001828155
2025-03-05,1.0514104814130902,1.01003334810599,1.1019195612431445
2025-03-06,1.0664681314130904,1.0182714481059902,1.1142595978062158
2025-03-07,1.06319620141309,1.0163221981059902,1.1150822669104206
2025-03-10,1.0671245814130903,1.01864637810599,1.1163619744058502
2025-03-11,1.0614887114130902,1.0157685081059902,1.113436928702011
2025-03-12,1.0641491871294904,1.01733390715059,1.1117001828153565
2025-03-13,1.0568994171294903,1.0136110771505902,1.1056672760511883
2025-03-14,1.0673331329344902,1.02093106639059,1.1159963436928702
2025-03-17,1.07415075293449,1.02495387639059,1.1173674588665448
2025-03-18,1.0770263029344902,1.02624560639059,1.120292504570384
2025-03-19,1.0674991429344902,1.02128335639059,1.1150822669104206
2025-03-20,1.0628605429344902,1.0183358963905902,1.1106946983546617
2025-03-21,1.0539597429344902,1.01450559639059,1.103016453382084
2025-03-24,1.0457755829344901,1.01179782639059,1.097074954296161
2025-03-25,1.06163982293449,1.01739078639059,1.0994515539305303
2025-03-26,1.0632592229344902,1.01931700639059,1.103656307129799
2025-03-27,1.0582612729344905,1.01842231639059,1.1035648994515541
2025-03-28,1.0534608929344902,1.01570108639059,1.099542961608775
2025-03-31,1.0507777829344904,1.01376321639059,1.0925045703839122
2025-04-01,1.0563052590544904,1.0165212803905899,1.0957038391224863
2025-04-02,1.0585436341544903,1.0174045896865902,1.0975319926873857
2025-04-03,1.0550577741544904,1.01607960968659,1.0937842778793418
2025-04-07,0.9949631941544903,0.9874535296865901,1.0480804387568556
2025-04-08,1.0047835641544902,0.99504899968659,1.0591407678244973
2025-04-09,1.0194746141544901,1.00173496968659,1.0717550274223036
2025-04-10,1.0475023503361502,1.0093840696865901,1.080438756855576
2025-04-11,1.0440212003361502,1.00710673968659,1.076508226691042
2025-04-14,1.0463036303361501,1.01010950968659,1.0795246800731262
2025-04-15,1.0406620503361501,1.0070798296865902,1.0745886654478978
2025-04-16,1.0330799503361503,1.00260057968659,1.070201096892139
2025-04-17,1.0368777903361504,1.0053142096865901,1.0715722120658135
2025-04-18,1.0384873903361502,1.0049436296865901,1.0708409506398537
2025-04-21,1.0426253303361501,1.0076511396865901,1.0740402193784278
2025-04-22,1.04762086033615,1.01127688968659,1.0762340036563072
2025-04-23,1.0514423403361504,1.01334110968659,1.0827239488117002
2025-04-24,1.05035105033615,1.01110252968659,1.0784277879341866
2025-04-25,1.0544553803361503,1.01064277968659,1.080164533820841
2025-04-28,1.0489446403361502,1.0063759396865901,1.073948811700183
2025-04-29,1.0506525003361502,1.00979375968659,1.0778793418647166
2025-04-30,1.04911948033615,1.00950244968659,1.0810786106032908
2025-05-06,1.07428890701615,1.0175917541465902,1.0878427787934186
2025-05-07,1.07796489701615,1.0184618241465901,1.0894881170018282
2025-05-08,1.0833559570161502,1.0217726841465902,1.0959780621572213
2025-05-09,1.0736081270161502,1.0173548241465902,1.0916819012797074
2025-05-12,1.0788011570161502,1.0214795941465902,1.1001828153564899
2025-05-13,1.0800507870161502,1.0203152741465902,1.099360146252285
2025-05-14,1.0770021970161503,1.0202433341465902,1.0986288848263255
2025-05-15,1.0723128570161502,1.0180412941465902,1.0946069469835467
2025-05-16,1.0758214270161501,1.0247697441465902,1.0961608775137113
2025-05-19,1.0724700927250503,1.02571175414659,1.0961608775137113
2025-05-20,1.0790821227250502,1.02755816414659,1.1010054844606947
2025-05-21,1.0732479827250503,1.0242700041465902,1.103290676416819
2025-05-22,1.06629764272505,1.0212200741465902,1.0976234003656307
2025-05-23,1.0622425227250503,1.01872821414659,1.0957952468007313
2025-05-26,1.0610803227250503,1.01877809414659,1.0924131627056675
2025-05-27,1.0583143827250503,1.01703242414659,1.0914076782449726
2025-05-28,1.0586533727250502,1.0168870941465902,1.0915904936014627
2025-05-29,1.06595607272505,1.02227569414659,1.0981718464351005
2025-05-30,1.0654057427250503,1.01999408414659,1.0980804387568557
2025-06-03,1.0724511480250503,1.0202445088365901,1.09963436928702
2025-06-04,1.0824640780250503,1.0229898688365902,1.1063985374771481
2025-06-05,1.0806970180250504,1.0236393988365902,1.1086837294332723
2025-06-06,1.0793327780250501,1.02503763883659,1.1090493601462523
2025-06-09,1.0868412280250503,1.0263057688365902,1.113619744058501
2025-06-10,1.0835075680250505,1.0225128088365902,1.1115173674588665
2025-06-11,1.0868369280250503,1.0259245088365903,1.1130712979890311
2025-06-12,1.0867440480250505,1.0259081088365902,1.113802559414991
2025-06-13,1.0728091280250505,1.02147357883659,1.110420475319927
2025-06-16,1.0749439480250504,1.0211958188365902,1.1124314442413163
2025-06-17,1.0744280480250505,1.0222255088365901,1.1123400365630713
2025-06-18,1.0722255280250503,1.0203650988365902,1.1129798903107861
2025-06-19,1.0623044980250504,1.0166121688365901,1.1082266910420477
2025-06-20,1.0608610980250504,1.0164100288365903,1.1067641681901281
2025-06-23,1.0691427980250505,1.0204260588365903,1.1119744058500913
2025-06-24,1.0766043980250504,1.0237486388365902,1.120109689213894
2025-06-25,1.0839544180250502,1.0280933988365901,1.1325411334552102
2025-06-26,1.0824919180250505,1.0267956688365902,1.129981718464351
2025-06-27,1.0865633480250505,1.02906086883659,1.1311700182815356
2025-06-30,1.0907626380250504,1.0309834888365903,1.1340950639853749
2025-07-01,1.0922467724350504,1.0325497483965902,1.1389396709323585
2025-07-02,1.0854053124350505,1.0292808183965902,1.1356489945155392
2025-07-03,1.0922676824350501,1.03215996839659,1.1415904936014627
2025-07-04,1.0882482324350504,1.0299894883965903,1.1414990859232175
2025-07-07,1.0855275824350505,1.0306489283965903,1.139762340036563
2025-07-08,1.0961646524350503,1.03578898839659,1.1477148080438757
2025-07-09,1.0904107724350505,1.03292947839659,1.1478976234003657
2025-07-10,1.0937917824350503,1.0342267783965902,1.1528336380255941
2025-07-11,1.0960281424350502,1.0360011883965903,1.1524680073126143
2025-07-14,1.0922250024350504,1.0348208883965901,1.147257769652651
2025-07-15,1.0873243424350503,1.0323971883965903,1.1455210237659963
2025-07-16,1.0918358024350503,1.03462681839659,1.146435100548446
