stk_code,stk_name,pub_date,title,pdf_url,effective_date,prev_conv_price,new_conv_price
300253,卫宁健康,20260708,关于向下修正卫宁转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-08/1225415892.PDF,20260709,,9.44
300265,通光线缆,20250626,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-26/1223997109.PDF,20250627,,7.92
300272,开能健康,20250522,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-23/1223633495.PDF,20250523,5.4,5.67
300298,三诺生物,20250606,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-07/1223802637.PDF,20250607,,34.61
300332,天壕能源,20260604,关于天壕转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-04/1225352520.PDF,20260605,,4.98
300337,银邦股份,20250707,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-08/1224089800.PDF,20250708,,12.52
300337,银邦股份,20260702,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-07-02/1225405335.PDF,20260703,,12.51
300351,永贵电器,20250527,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-28/1223696212.PDF,20250528,,18.29
300351,永贵电器,20260515,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-16/1225310697.PDF,20260516,,18.23
300401,花园生物,20260519,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-20/1225316077.PDF,20260520,,13.34
300406,九强生物,20250722,关于九强转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-22/1224256504.PDF,20250722,,16.95
300406,九强生物,20250828,关于九强转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-08-29/1224602689.PDF,20250905,,16.98
300406,九强生物,20251119,关于九强转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-11-20/1224814463.PDF,20251127,,16.68
300406,九强生物,20260409,关于董事会提议向下修正“九强转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-04-10/1225087023.PDF,20260409,,14.01
300406,九强生物,20260427,关于向下修正“九强转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-04-27/1225214031.PDF,20260428,,16.48
300406,九强生物,20260521,关于九强转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225324235.PDF,20260529,,12.3
300428,立中集团,20250613,关于立中转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-14/1223878469.PDF,20250614,,19.0
300428,立中集团,20251112,关于立中转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-11-13/1224802053.PDF,20251113,,18.65
300454,深信服,20250605,深信服科技股份有限公司关于信服转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-05/1223788236.PDF,20250606,110.97,110.91
300454,深信服,20251125,深信服科技股份有限公司关于信服转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-11-25/1224824853.PDF,20251126,110.91,110.93
300480,光力科技,20250526,光力科技股份有限公司关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223683803.PDF,20250527,,21.15
300487,蓝晓科技,20250701,关于 蓝晓转02 转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-02/1224058523.PDF,20250702,61.19,61.39
300487,蓝晓科技,20251015,关于“蓝晓转02” 转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-16/1224714741.PDF,20251016,61.19,61.39
300487,蓝晓科技,20260127,关于 “蓝晓转02”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-01-27/1224952274.PDF,20260128,61.19,61.39
300487,蓝晓科技,20260626,关于 “蓝晓转02” 转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-26/1225392924.PDF,20260627,,
300488,恒锋工具,20250619,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-20/1223935220.PDF,20250620,,
300498,温氏股份,20251027,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-27/1224745035.PDF,20251028,,
300498,温氏股份,20260616,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-16/1225373939.PDF,20260617,,
300517,海波重科,20260521,关于海波转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225324237.PDF,20260522,,
300545,联得装备,20250527,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-27/1223695337.PDF,20250528,,
300545,联得装备,20250722,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-22/1224256597.PDF,20250723,,
300563,神宇股份,20260521,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225324239.PDF,20260522,,
300567,精测电子,20260525,武汉精测电子集团股份有限公司关于精测转2转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-25/1225329756.PDF,20260526,,
300569,天能重工,20250926,关于天能转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-27/1224684686.PDF,20250927,,
300569,天能重工,20260522,关于天能转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-23/1225326464.PDF,20260523,,
300577,开润股份,20250526,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223684845.PDF,20250527,,
300577,开润股份,20251010,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-10/1224706594.PDF,20251011,,
300601,康泰生物,20250527,关于可转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-28/1223696411.PDF,20250528,,
300601,康泰生物,20260603,关于可转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-04/1225348833.PDF,20260604,,
300605,恒锋信息,20260623,关于董事会提议向下修正“恒锋转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-06-24/1225384327.PDF,20260624,,
300605,恒锋信息,20260709,关于向下修正“恒锋转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-09/1225417654.PDF,20260710,,
300613,富瀚微,20250612,关于富瀚转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-13/1223860495.PDF,20250613,,
300613,富瀚微,20260526,关于富瀚转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-26/1225330668.PDF,20260527,,
300622,博士眼镜,20260522,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-22/1225326510.PDF,20260523,,
300645,正元智慧,20250520,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-20/1223610965.PDF,20250521,,
300645,正元智慧,20260525,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-26/1225329081.PDF,20260526,,
300655,晶瑞电材,20250527,关于晶瑞转债、晶瑞转2转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-27/1223695286.PDF,20250528,,
300655,晶瑞电材,20251013,关于 晶瑞转2 转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-13/1224709383.PDF,20251014,,
300655,晶瑞电材,20260529,关于 晶瑞转2 转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-29/1225339313.PDF,20260530,,
300663,科蓝软件,20260414,关于董事会提议向下修正科蓝转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-04-15/1225102546.PDF,20260415,,
300663,科蓝软件,20260430,关于向下修正科蓝转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-04-30/1225274327.PDF,20260501,,
300663,科蓝软件,20260526,关于董事会提议向下修正科蓝转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331334.PDF,20260527,,
300663,科蓝软件,20260612,关于向下修正科蓝转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-06-13/1225369128.PDF,20260613,,
300665,飞鹿股份,20250804,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-08-04/1224387746.PDF,20250805,,
300673,佩蒂股份,20260624,关于董事会提出佩蒂转债转股价格向下修正方案的公告,http://static.cninfo.com.cn/finalpage/2026-06-25/1225384979.PDF,20260625,,
300673,佩蒂股份,20260710,关于向下修正佩蒂转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-10/1225418882.PDF,20260711,,
300681,英搏尔,20250605,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-05/1223788232.PDF,20250606,,
300681,英搏尔,20251030,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-30/1224774144.PDF,20251031,,
300705,九典制药,20250611,关于九典转02转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-11/1223846997.PDF,20250612,,
300705,九典制药,20260521,关于九典转02转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225324357.PDF,20260522,,
300729,乐歌股份,20250625,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-25/1223982590.PDF,20250626,,
300729,乐歌股份,20260521,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225324168.PDF,20260522,,
300737,科顺股份,20250526,关于科顺转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223683924.PDF,20250527,,
300737,科顺股份,20250916,关于科顺转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-17/1224664964.PDF,20250917,,
300737,科顺股份,20260518,关于科顺转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-19/1225313108.PDF,20260519,,
300738,奥飞数据,20250701,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-01/1224058549.PDF,20250702,,
300738,奥飞数据,20260625,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-25/1225388770.PDF,20260626,,
300739,明阳电路,20251021,关于“明电转02”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-22/1224724019.PDF,20251022,,
300775,三角防务,20250711,关于三角转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-11/1224146871.PDF,20250712,,
300775,三角防务,20250714,关于三角转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-14/1224164560.PDF,20250715,,
300775,三角防务,20260609,关于三角转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-09/1225360906.PDF,20260610,,
300775,三角防务,20260615,关于董事会提议向下修正三角转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-06-16/1225370690.PDF,20260616,,
300775,三角防务,20260701,关于向下修正三角转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-01/1225403515.PDF,20260702,,
300787,海能实业,20250521,关于“海能转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-21/1223626503.PDF,20250522,,
300787,海能实业,20260518,关于海能转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-18/1225314989.PDF,20260519,,
300793,佳禾智能,20250526,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223683110.PDF,20250527,,
300830,金现代,20250529,关于金现转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-29/1223719141.PDF,20250530,,
300837,浙矿股份,20260526,浙矿重工股份有限公司关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-26/1225331363.PDF,20260527,,
300843,胜蓝股份,20250912,关于胜蓝转02转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-12/1224658049.PDF,20250913,,
300852,四会富仕,20250828,关于富仕转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-08-28/1224608660.PDF,20250829,,
300866,安克创新,20250730,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-31/1224342760.PDF,20250731,,
300866,安克创新,20250805,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-08-06/1224401823.PDF,20250806,,
300866,安克创新,20250904,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-04/1224638894.PDF,20250905,,
300866,安克创新,20260514,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-15/1225306042.PDF,20260515,,
300866,安克创新,20260519,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-20/1225316089.PDF,20260520,,
300869,康泰医学,20250523,关于康医转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-23/1223646741.PDF,20250524,,
300891,惠云钛业,20250521,关于惠云转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-22/1223626444.PDF,20250522,,
300893,松原安全,20250529,关于可转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-30/1223719746.PDF,20250530,,
300894,火星人,20260721,关于董事会提议向下修正火星转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435106.PDF,20260722,,
300900,广联航空,20250523,关于可转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-23/1223648054.PDF,20250524,,
300911,亿田智能,20250526,关于亿田转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223684461.PDF,20250527,,
300933,中辰股份,20250709,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-09/1224119072.PDF,20250710,,
300967,晓鸣股份,20260713,关于董事会提议向下修正晓鸣转债转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-13/1225421046.PDF,20260714,,
300973,立高食品,20250618,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-18/1223910648.PDF,20250619,,
300973,立高食品,20251124,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-11-24/1224822312.PDF,20251125,,
300973,立高食品,20260618,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-18/1225377597.PDF,20260619,,
300992,泰福泵业,20250619,关于泰福转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-19/1223934205.PDF,20250620,,
300992,泰福泵业,20260702,关于泰福转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-07-02/1225406684.PDF,20260703,,
301004,嘉益股份,20251013,关于嘉益转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-13/1224708951.PDF,20251014,,
301022,海泰科,20250613,关于海泰转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-13/1223878598.PDF,20250614,,
301053,远信工业,20250528,关于远信转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-28/1223713256.PDF,20250529,,
301081,严牌股份,20250529,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-29/1223720544.PDF,20250530,,
301081,严牌股份,20260601,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-01/1225343895.PDF,20260602,,
301188,力诺药包,20250522,关于可转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-22/1223633891.PDF,20250523,,
301216,万凯新材,20250522,关于万凯转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-23/1223633512.PDF,20250523,,
301216,万凯新材,20260703,关于万凯转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-07-04/1225409503.PDF,20260704,,
301266,宇邦新材,20250522,关于“宇邦转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-22/1223633597.PDF,20250523,,
301266,宇邦新材,20260514,关于“宇邦转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-15/1225306972.PDF,20260515,,
301268,铭利达,20260709,关于铭利转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-07-09/1225417545.PDF,20260710,,
301297,富乐德,20250728,2025-045：关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-28/1224318598.PDF,20250729,,
301297,富乐德,20260107,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-01-07/1224923476.PDF,20260108,,
301398,星源卓镁,20260623,关于卓镁转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225382826.PDF,20260624,,
301611,珂玛科技,20260527,关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225332904.PDF,20260528,,
600075,新疆天业,20250612,新疆天业股份有限公司关于因2024年度权益分派时“天业转债”停止转股和转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-13/1223859531.PDF,20250613,,
600461,洪城环境,20250626,江西洪城环境股份有限公司关于“洪城转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-27/1223997870.PDF,20250627,,
600461,洪城环境,20260625,江西洪城环境股份有限公司关于“洪城转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-26/1225387366.PDF,20260626,,
600482,中国动力,20250605,中国船舶重工集团动力股份有限公司关于可转债转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-06/1223788846.PDF,20250606,,
600482,中国动力,20251118,中国动力关于可转债转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-19/1224812600.PDF,20251119,,
600496,精工钢构,20250616,精工钢构关于“精工转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-17/1223888188.PDF,20250617,,
600496,精工钢构,20260608,精工钢构关于“精工转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-09/1225358218.PDF,20260609,,
600498,烽火通信,20250821,烽火通信科技股份有限公司关于“烽火转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-22/1224535036.PDF,20250822,,
600521,华海药业,20260417,浙江华海药业股份有限公司关于董事会提议向下修正“华海转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-04-18/1225119039.PDF,20260418,,
600521,华海药业,20260521,浙江华海药业股份有限公司关于向下修正“华海转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-05-22/1225323529.PDF,20260522,,
600745,闻泰科技,20260302,关于董事会提议向下修正“闻泰转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-03-03/1224992183.PDF,20260303,,
600745,闻泰科技,20260408,关于向下修正“闻泰转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-04-09/1225085075.PDF,20260409,,
600745,*ST闻泰,20260526,关于董事会提议向下修正“闻泰转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225330710.PDF,20260527,,
600745,*ST闻泰,20260616,关于向下修正“闻泰转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-17/1225374276.PDF,20260617,,
600810,神马股份,20250708, 神马股份关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-09/1224104190.PDF,20250709,,
600933,爱柯迪,20251013,关于“爱迪转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-14/1224708922.PDF,20251014,,
601016,节能风电,20250611,中节能风力发电股份有限公司关于权益分派引起“节能转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-12/1223847018.PDF,20250612,,
601016,节能风电,20251016,中节能风力发电股份有限公司关于权益分派引起“节能转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-17/1224716259.PDF,20251017,,
601231,环旭电子,20250829,关于“环旭转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-30/1224620477.PDF,20250830,,
601231,环旭电子,20251113,关于“环旭转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-14/1224803981.PDF,20251114,,
601330,绿色动力,20250722,关于“绿动转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-23/1224255761.PDF,20250723,,
601330,绿色动力,20251102,关于“绿动转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-11-03/1224781885.PDF,20251103,,
601330,绿色动力,20251224,关于“绿动转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-12-25/1224896273.PDF,20251225,,
601330,绿色动力,20260630,关于“绿动转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-07-01/1225400052.PDF,20260701,,
601619,嘉泽新能,20250521,嘉泽新能源股份有限公司关于“嘉泽转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-22/1223627348.PDF,20250522,,
601619,嘉泽新能,20250929,嘉泽新能源股份有限公司关于“嘉泽转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-30/1224691339.PDF,20250930,,
601619,嘉泽新能,20251203,嘉泽新能源股份有限公司关于“嘉泽转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-12-04/1224847485.PDF,20251204,,
601619,嘉泽新能,20260609,嘉泽新能源股份有限公司关于“嘉泽转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-10/1225361508.PDF,20260610,,
601633,长城汽车,20260603,长城汽车股份有限公司关于“长汽转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-04/1225349138.PDF,20260604,,
601636,旗滨集团,20250618,旗滨集团关于旗滨转债转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-19/1223911231.PDF,20250619,,
601666,平煤股份,20250528,平煤股份关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-29/1223713316.PDF,20250529,,
601666,平煤股份,20260623,平煤股份关于可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-24/1225383473.PDF,20260624,,
601778,晶科科技,20250626,关于“晶科转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-27/1223998710.PDF,20250627,,
601778,晶科科技,20260624,关于“晶科转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-25/1225386230.PDF,20260625,,
603097,江苏华辰,20260126,江苏华辰关于“华辰转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-01-27/1224949804.PDF,20260127,,
603113,金能科技,20250617,金能科技股份有限公司关于“金能转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-18/1223900441.PDF,20250618,,
603113,金能科技,20250909,金能科技股份有限公司关于“金能转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-09-10/1224647954.PDF,20250910,,
603131,上海沪工,20250603,关于权益分派实施引起的“沪工转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-04/1223749217.PDF,20250604,,
603165,荣晟环保,20251112,浙江荣晟环保纸业股份有限公司关于“荣23转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-13/1224801340.PDF,20251113,,
603176,汇通集团,20250919,汇通集团关于“汇通转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-09-20/1224671517.PDF,20250920,,
603176,汇通集团,20260607,汇通集团关于实施2025年年度权益分派时“汇通转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-08/1225356357.PDF,20260608,,
603197,保隆科技,20250603,保隆科技关于“保隆转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-04/1223749773.PDF,20250604,,
603197,保隆科技,20251012,保隆科技关于“保隆转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-13/1224707093.PDF,20251013,,
603197,保隆科技,20260609,保隆科技关于“保隆转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-10/1225360468.PDF,20260610,,
603208,江山欧派,20250606,江山欧派关于2024年年度权益分派引起的“江山转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-07/1223803130.PDF,20250607,,
603225,新凤鸣,20250704,关于实施2024年度权益分派时“凤21转债”停止转股暨转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-05/1224084917.PDF,20250705,,
603233,大参林,20250611,大参林医药集团股份有限公司关于“大参转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-12/1223847574.PDF,20250612,,
603233,大参林,20251029,大参林医药集团股份有限公司关于“大参转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-30/1224764221.PDF,20251030,,
603233,大参林,20260617,大参林医药集团股份有限公司关于“大参转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-18/1225376463.PDF,20260618,,
603306,华懋科技,20251009,华懋科技关于“华懋转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-10/1224702537.PDF,20251010,,
603486,科沃斯,20250704,关于“科沃转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-07-05/1224084199.PDF,20250705,,
603486,科沃斯,20250827,关于“科沃转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-28/1224590051.PDF,20250828,,
603486,科沃斯,20251010,关于“科沃转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-11/1224705662.PDF,20251011,,
603486,科沃斯,20251230,关于“科沃转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-12-31/1224909915.PDF,20251231,,
603486,科沃斯,20260622,关于“科沃转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225380801.PDF,20260623,,
603501,豪威集团,20250725,关于可转换公司债券转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-07-26/1224299876.PDF,20250726,,
603501,豪威集团,20251117,关于可转换公司债券转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-18/1224810404.PDF,20251118,,
603501,豪威集团,20260112,关于可转换公司债券转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-01-13/1224929588.PDF,20260113,,
603501,豪威集团,20260211,关于可转换公司债券转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-02-12/1224977520.PDF,20260212,,
603501,豪威集团,20260528,关于可转换公司债券转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2026-05-29/1225336054.PDF,20260529,,
603538,美诺华,20250617,宁波美诺华药业股份有限公司关于权益分派引起的“美诺转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-18/1223900119.PDF,20250618,,
603538,美诺华,20260202,宁波美诺华药业股份有限公司关于向下修正“美诺转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-02-03/1224963245.PDF,20260203,,
603568,伟明环保,20260511,伟明环保关于董事会提议向下修正“伟22转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-05-12/1225291461.PDF,20260512,,
603568,伟明环保,20260604,伟明环保关于向下修正“伟22转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-05/1225352052.PDF,20260605,,
603585,苏利股份,20260626,苏利股份关于董事会提议向下修正“苏利转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-06-27/1225390770.PDF,20260627,,
603601,再升科技,20250603,再升科技关于因2024年度权益分派时“再22转债”停止转股和转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-04/1223748644.PDF,20250604,,
