trade_date,Config_0_Baseline,Config_1_TCC,Config_2_GBDT_OOS,Config_4b_3Tier_Timing,Config_5_Portfolio_80_20,511380_CB_ETF_Benchmark
2024-01-02,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-03,0.99811899664,0.99830090544,0.99830090544,0.99830090544,0.999660181088,0.9972577696526509
2024-01-04,0.9963408606399999,0.99642429316,0.99642429316,0.99642429316,0.999284858632,0.993692870201097
2024-01-05,0.99261529224,0.99275947316,0.99275947316,0.99275947316,0.998551894632,0.9911334552102377
2024-01-08,0.98720251224,0.9909001172999998,0.9909001172999998,0.9909001172999998,0.99818002346,0.9878427787934188
2024-01-09,0.9888557022399999,0.9916952172999999,0.9916952172999999,0.99085633518,0.9981712670360001,0.9891224862888482
2024-01-10,0.98673336224,0.9905314072999999,0.9905314072999999,0.9907561551800002,0.9981512310360001,0.9880255941499085
2024-01-11,0.9953341830239999,0.9919847773,0.9919847773,0.9908556151800001,0.9981711230360001,0.9921389396709324
2024-01-12,0.9953144030239999,0.9914032471399998,0.9914032471399998,0.99086235635,0.9981724712700001,0.9929616087751371
2024-01-15,0.9936680030239999,0.99068225034,0.99068225034,0.9908751963500001,0.9981750392700001,0.9931444241316271
2024-01-16,0.9923841830239999,0.99039569034,0.99039569034,0.9908640363500001,0.99817280727,0.9912248628884827
2024-01-17,0.9889136430239999,0.9897458803399999,0.9897458803399999,0.9900555184100001,0.9980111036820001,0.9836380255941499
2024-01-18,0.9880013830239999,0.9880180919999999,0.9880180919999999,0.9883293294100001,0.9976658658820001,0.9815356489945155
2024-01-19,0.9875185830240001,0.9881444719999999,0.9881444719999999,0.9884595094100002,0.9976919018820001,0.9785191956124315
2024-01-22,0.984408803024,0.985373842,0.985373842,0.9856257994100002,0.9971251598820001,0.96709323583181
2024-01-23,0.985965215624,0.9843559109899999,0.9843559109899999,0.9846230684000001,0.9969246136800001,0.9705667276051189
2024-01-24,0.985930056172,0.9837449036037199,0.9837449036037199,0.98418530137016,0.9968370602740321,0.9708409506398539
2024-01-25,0.985217784762,0.98474158360372,0.98474158360372,0.9851819813701601,0.9970363962740321,0.9803473491773309
2024-01-26,0.9841256153852,0.98442041520786,0.98442041520786,0.9848608129743002,0.9969721625948601,0.9816270566727606
2024-01-29,0.9815615405152,0.9814095303378602,0.9814095303378602,0.9818499281043003,0.9963699856208601,0.9758683729433273
2024-01-30,0.9809962595152001,0.98049618133786,0.98049618133786,0.9809365791043001,0.9961873158208601,0.9708409506398539
2024-01-31,0.9794945308352001,0.97991692077786,0.97991692077786,0.9807395287743002,0.9961479057548601,0.9644424131627057
2024-02-01,0.9776827308352001,0.98023587077786,0.98023587077786,0.9807516287743001,0.9961503257548601,0.9644424131627057
2024-02-02,0.9776980953968001,0.9791489652410599,0.9791489652410599,0.9805529788883601,0.9961105957776721,0.9642595978062157
2024-02-05,0.9713411453968,0.97800477524106,0.97800477524106,0.9805464988883601,0.996109299777672,0.9585923217550275
2024-02-06,0.9762531787468002,0.9804854405410599,0.9804854405410599,0.98056575888836,0.996113151777672,0.9728519195612433
2024-02-07,0.9840625207068,0.9793728688610599,0.9793728688610599,0.98056737888836,0.9961134757776721,0.973308957952468
2024-02-08,0.9863566585068,0.98042364952106,0.98042364952106,0.9805799788883601,0.9961159957776721,0.9794332723948812
2024-02-19,0.9870726485068001,0.9819605295210599,0.9819605295210599,0.98060805888836,0.9961216117776721,0.9796160877513712
2024-02-20,0.9862319885068,0.9809365557210599,0.9809365557210599,0.98061471888836,0.9961229437776721,0.9850091407678245
2024-02-21,0.9861398985068001,0.9808543057210599,0.9808543057210599,0.98061525888836,0.996123051777672,0.9884826325411336
2024-02-22,0.9865091485067999,0.9811197129210599,0.9811197129210599,0.98062083888836,0.9961241677776721,0.9890310786106034
2024-02-23,0.9863059185068,0.98091583292106,0.98091583292106,0.98062515888836,0.9961250317776721,0.9917733089579525
2024-02-26,0.9861246385068002,0.98131259816106,0.98131259816106,0.98063667888836,0.9961273357776721,0.9898537477148082
2024-02-27,0.9857300085068,0.98088235532106,0.98088235532106,0.9806346988883601,0.9961269397776721,0.9943327239488118
2024-02-28,0.9842132712057601,0.9792921380604999,0.9792921380604999,0.9805808816391199,0.996116176327824,0.9852833638025594
2024-02-29,0.98497179120576,0.9800588880604999,0.9800588880604999,0.9809549196291198,0.9961909839258241,0.989762340036563
2024-03-01,0.9849121633343498,0.9800676612034,0.9800676612034,0.9811232502577,0.99622465005154,0.993510054844607
2024-03-04,0.9842804233343498,0.9794300612033999,0.9794300612033999,0.9804950302577,0.99609900605154,0.9916819012797076
2024-03-05,0.98344051333435,0.9785877412034,0.9785877412034,0.9796368402576998,0.99592736805154,0.9876599634369287
2024-03-06,0.9858150156033499,0.97835783396124,0.97835783396124,0.9794276129851799,0.995885522597036,0.987202925045704
2024-03-07,0.9856058482546699,0.9782998664619,0.9782998664619,0.9794487141069599,0.995889742821392,0.9890310786106034
2024-03-08,0.9859262482546699,0.9786322664618999,0.9786322664618999,0.9797891141069599,0.995957822821392,0.9888482632541133
2024-03-11,0.98297668568867,0.9760765105490601,0.9760765105490601,0.9768283585961598,0.9953656717192321,0.9913162705667277
2024-03-12,0.97910318568867,0.97221620054906,0.97221620054906,0.97294934859616,0.994589869719232,0.9899451553930531
2024-03-13,0.97385723897017,0.96707041362626,0.96707041362626,0.9677815616148598,0.993556312322972,0.9907678244972579
2024-03-14,0.97532138897017,0.96852881362626,0.96852881362626,0.9692465616148599,0.993849312322972,0.9906764168190128
2024-03-15,0.9744752989701698,0.9676995136262599,0.9676995136262599,0.9684199016148599,0.993683980322972,0.9934186471663621
2024-03-18,0.9713674289701699,0.96463312362626,0.96463312362626,0.9653535316148599,0.993070706322972,0.9963436928702012
2024-03-19,0.9738150589701698,0.96702103362626,0.96702103362626,0.96772846161486,0.9935456923229721,0.997166361974406
2024-03-20,0.97439098897017,0.96762104362626,0.96762104362626,0.96834369161486,0.9936687383229721,1.0012797074954298
2024-03-21,0.9734862908101699,0.96705309362626,0.96705309362626,0.96778980161486,0.9935579603229721,1.003473491773309
2024-03-22,0.9724073908101699,0.96688814362626,0.96688814362626,0.9676067516148599,0.9935213503229721,0.9990859232175503
2024-03-25,0.9734371908101699,0.96673793362626,0.96673793362626,0.9674488816148599,0.993489776322972,0.996709323583181
2024-03-26,0.9700724508101699,0.96425402362626,0.96425402362626,0.96496239161486,0.992992478322972,0.9960694698354663
2024-03-27,0.9674862508101698,0.96219489362626,0.96219489362626,0.9628942416148599,0.992578848322972,0.9896709323583182
2024-03-28,0.9695607308101698,0.96362665362626,0.96362665362626,0.96432520161486,0.9928650403229721,0.9938756855575869
2024-03-29,0.98101901278517,0.9749212289082599,0.9749212289082599,0.9756230568968599,0.995124611379372,0.9952468007312615
2024-04-01,0.9809173327851699,0.9747384589082599,0.9747384589082599,0.9753862268968599,0.995077245379372,0.9988117001828154
2024-04-02,0.97364133278517,0.96742432890826,0.96742432890826,0.9680466768968599,0.993609335379372,1.0010054844606948
2024-04-03,0.9736156527851699,0.9673386489082599,0.9673386489082599,0.96792099689686,0.993584199379372,1.0025594149908592
2024-04-08,0.9743140857451699,0.9680291016282598,0.9680291016282598,0.9686061294568598,0.993721225891372,0.9992687385740403
2024-04-09,0.9746887657451699,0.9684037816282599,0.9684037816282599,0.9689808094568598,0.993796161891372,1.003656307129799
2024-04-10,0.97371368574517,0.96742870162826,0.96742870162826,0.9680057294568599,0.993601145891372,1.0014625228519196
2024-04-11,0.97774776574517,0.9714627816282599,0.9714627816282599,0.9720398094568599,0.994407961891372,1.003656307129799
2024-04-12,0.9815150857451699,0.9752301016282598,0.9752301016282598,0.9758071294568598,0.995161425891372,1.0048446069469836
2024-04-15,0.9847967657451699,0.9785117816282599,0.9785117816282599,0.9790888094568598,0.995817761891372,1.0035648994515538
2024-04-16,0.9838847657451699,0.9775997816282599,0.9775997816282599,0.9781768094568598,0.995635361891372,0.9945155393053018
2024-04-17,0.9906563657451699,0.9843713816282599,0.9843713816282599,0.9849484094568598,0.996989681891372,1.0047531992687386
2024-04-18,0.9936089657451699,0.9873239816282599,0.9873239816282599,0.9879010094568598,0.997580201891372,1.0051188299817186
2024-04-19,0.99488956574517,0.9886045816282599,0.9886045816282599,0.9891816094568598,0.9978363218913721,1.0037477148080438
2024-04-22,0.9759548285670099,0.9688596852602599,0.9688596852602599,0.9694367130888598,0.993887342617772,1.0010054844606948
2024-04-23,0.9759548285670099,0.9688596852602599,0.9688596852602599,0.9694367130888598,0.993887342617772,1.0019195612431444
2024-04-24,0.9759548285670099,0.9688596852602599,0.9688596852602599,0.9694367130888598,0.993887342617772,1.0050274223034734
2024-04-25,0.9759548285670099,0.9688596852602599,0.9688596852602599,0.9694367130888598,0.993887342617772,1.0054844606946984
2024-04-26,0.97588816856701,0.9687936852602599,0.9687936852602599,0.9694235130888599,0.9938847026177721,1.0116087751371117
2024-04-29,0.9761012785670099,0.9690046852602598,0.9690046852602598,0.9694657130888598,0.993893142617772,1.0149908592321755
2024-04-30,0.9759578585670099,0.9688626852602599,0.9688626852602599,0.9694373130888599,0.993887462617772,1.0176416819012797
2024-05-06,0.9765719385670099,0.9694706852602599,0.9694706852602599,0.9695589130888599,0.993911782617772,1.0264168190127971
2024-05-07,0.97761526856701,0.9705036852602599,0.9705036852602599,0.9697655130888598,0.993953102617772,1.0290676416819013
2024-05-08,0.9781713025670099,0.9712236852602599,0.9712236852602599,0.9699095130888599,0.9939819026177721,1.0245886654478977
2024-05-09,0.9790868125670099,0.9720426852602599,0.9720426852602599,0.9700733130888599,0.994014662617772,1.0324497257769654
2024-05-10,0.97880942256701,0.9718636852602599,0.9718636852602599,0.9700375130888599,0.994007502617772,1.0347349177330896
2024-05-13,0.97844225256701,0.9715866852602599,0.9715866852602599,0.9699821130888598,0.993996422617772,1.0326325411334554
2024-05-14,0.9787583225670099,0.9719296852602599,0.9719296852602599,0.9700507130888598,0.994010142617772,1.033363802559415
2024-05-15,0.97887633256701,0.9720346852602599,0.9720346852602599,0.9700717130888598,0.994014342617772,1.0322669104204754
2024-05-16,0.9795556625670099,0.9726328472402599,0.9726328472402599,0.9701186750688598,0.9940237350137721,1.0323583180987204
2024-05-17,0.9802927825670099,0.9733626672402599,0.9733626672402599,0.9702660950688599,0.9940532190137721,1.0344606946983548
2024-05-20,0.98064231256701,0.9737087472402599,0.9737087472402599,0.9703265750688599,0.994065315013772,1.0385740402193784
2024-05-21,0.9776054225670099,0.9707019272402599,0.9707019272402599,0.9697237550688598,0.993944751013772,1.036745886654479
2024-05-22,0.9598175425670099,0.9530901372402599,0.9530901372402599,0.9662239650688599,0.993244793013772,1.0381170018281536
2024-05-23,0.9585970985570099,0.9518818062402599,0.9518818062402599,0.9659582748688598,0.993191654973772,1.0320840950639854
2024-05-24,0.9574526515570099,0.9507530782402599,0.9507530782402599,0.9648136678688598,0.9929627335737721,1.0318098720292506
2024-05-27,0.9542940915570098,0.9476378382402599,0.9476378382402599,0.9616549078688599,0.992330981573772,1.0325411334552101
2024-05-28,0.9511933195570098,0.9446696882402599,0.9446696882402599,0.9586456978688598,0.991729139573772,1.03345521023766
2024-05-29,0.9458433595570099,0.93938702824026,0.93938702824026,0.9532892378688598,0.990657847573772,1.0327239488117002
2024-05-30,0.9504895295570099,0.9438306782402599,0.9438306782402599,0.9577946178688598,0.9915589235737721,1.0323583180987204
2024-05-31,0.9459806787970099,0.94033834824026,0.94033834824026,0.9542535178688597,0.990850703573772,1.0322669104204754
2024-06-03,0.9378634987970099,0.9329209282402599,0.9329209282402599,0.9467378478688597,0.989347569573772,1.023857404021938
2024-06-04,0.93699923879701,0.9374376286402599,0.9374376286402599,0.9511799944788597,0.990235998895772,1.0261425959780623
2024-06-05,0.9368797912310098,0.9385660832022401,0.9385660832022401,0.9475824364795997,0.98951648729592,1.023491773308958
2024-06-06,0.9279003812310098,0.92856698320224,0.92856698320224,0.9420584764795997,0.98841169529592,1.0210237659963437
2024-06-07,0.9312514512310098,0.93187452320224,0.93187452320224,0.9444228364795997,0.98888456729592,1.020932358318099
2024-06-11,0.9285082012310097,0.92911279320224,0.92911279320224,0.9421108564795997,0.98842217129592,1.0219378427787935
2024-06-12,0.9313447012310098,0.9323476032022401,0.9323476032022401,0.9428868364795997,0.9885773672959199,1.0247714808043877
2024-06-13,0.9344180412310099,0.93493313720224,0.93493313720224,0.9424101364795997,0.98848202729592,1.0222120658135283
2024-06-14,0.9291086112310099,0.9297627272022402,0.9297627272022402,0.9409580164795998,0.98819160329592,1.0231261425959781
2024-06-17,0.9221193901710099,0.92026309720224,0.92026309720224,0.9389046364795997,0.9877809272959199,1.019744058500914
2024-06-18,0.92158733017101,0.91912732720224,0.91912732720224,0.9384292564795997,0.98768585129592,1.020932358318099
2024-06-19,0.9235423330310099,0.92212037720224,0.92212037720224,0.9390387964795996,0.98780775929592,1.0169104204753199
2024-06-20,0.91624773035101,0.91456488720224,0.91456488720224,0.9375834364795996,0.98751668729592,1.0079524680073126
2024-06-21,0.9122126633510098,0.9135810662022401,0.9135810662022401,0.9375576443195998,0.98751152886392,1.0038391224862888
2024-06-24,0.9131849691102498,0.92125190226224,0.92125190226224,0.9484867531595997,0.98969735063192,0.9868372943327239
2024-06-25,0.90186192611025,0.90521823544224,0.90521823544224,0.9452194888195997,0.98904389776392,0.9929616087751371
2024-06-26,0.9084155081582499,0.9068683425630999,0.9068683425630999,0.9471715005395996,0.98943430010792,1.0055758683729432
2024-06-27,0.9017666590082499,0.9024380314131,0.9024380314131,0.9433449006295997,0.98866898012592,1.0014625228519196
2024-06-28,0.9039130997482498,0.9022751374130998,0.9022751374130998,0.9433559686295998,0.98867119372592,1.003382084095064
2024-07-01,0.91982787018825,0.9071831674130999,0.9071831674130999,0.9443663017095998,0.98887326034192,1.009963436928702
2024-07-02,0.9169717957882502,0.9139328974131001,0.9139328974131001,0.9457747670295997,0.98915495340592,1.0083180987202927
2024-07-03,0.9119245087162501,0.9177247714651001,0.9177247714651001,0.9407884012495997,0.98815768024992,1.0053930530164534
2024-07-04,0.9000296907362502,0.9083986214651,0.9083986214651,0.9395749854495997,0.98791499708992,0.9972577696526509
2024-07-05,0.9047536807362503,0.9091448478651001,0.9091448478651001,0.9395521492395996,0.98791042984792,0.9998171846435101
2024-07-08,0.8941110738262501,0.9007596530051001,0.8995291708251001,0.9391147892395996,0.98782295784792,0.9913162705667277
2024-07-09,0.9178613602562502,0.9225238840051,0.9224991028251002,0.9391644792395997,0.98783289584792,0.9973491773308958
2024-07-10,0.91387934277625,0.9235592970851001,0.9248172633451,0.9391212281995996,0.98782424563992,0.9958866544789763
2024-07-11,0.9234392187962502,0.9312182416051002,0.9327170080151002,0.9392891881995996,0.98785783763992,1.0007312614259598
2024-07-12,0.9237656041562504,0.9313349074651003,0.9322004606750999,0.9390483073195995,0.98780966146392,0.9987202925045704
2024-07-15,0.9130944706062504,0.9234214461951002,0.9255029730351003,0.9387305173195997,0.98774610346392,0.993510054844607
2024-07-16,0.9124287959129803,0.9223374584051003,0.9246055579451004,0.9387855973195995,0.98775711946392,0.9927787934186473
2024-07-17,0.8999039560129803,0.9137489175751005,0.9168401269751002,0.9384175873195996,0.98768351746392,0.9863802559414991
2024-07-18,0.8978992763129802,0.9146327301351004,0.9128016218351003,0.9380648115995995,0.9876129623199199,0.9859232175502742
2024-07-19,0.9030465633729805,0.9152757337751004,0.9169047966851004,0.9380504115995996,0.98761008231992,0.986745886654479
2024-07-22,0.8971280519029803,0.9064110217151005,0.9223741966851003,0.9376772115995996,0.98753544231992,0.9814442413162706
2024-07-23,0.8777309157629802,0.8910676119751005,0.9091681509551002,0.9371967615995995,0.98743935231992,0.9723948811700183
2024-07-24,0.8694479351429804,0.8751010419751005,0.8912168333951002,0.9362210115995995,0.9872442023199199,0.9642595978062157
2024-07-25,0.8770696700829804,0.8770388449751007,0.8957590704551004,0.9361547115995996,0.9872309423199199,0.9636197440585009
2024-07-26,0.8957052261929804,0.8936681498951006,0.9126551886951002,0.9369296115995996,0.98738592231992,0.9726691042047533
2024-07-29,0.8867224265729806,0.8860055293851006,0.9126120415751001,0.9368952050495996,0.9873790410099199,0.9716636197440586
